"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"18G-HAZEL-P-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803913552162","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3740.00","Orloff of Denmark","Engagement Ring"
"18G-HAZEL-S-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803913584930","18K Yellow Gold / Signature - SI1/H / 0.20 ct","1530.00","Orloff of Denmark","Engagement Ring"
"18G-HAZEL-S-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803913617698","18K Yellow Gold / Signature - SI1/H / 0.50 ct","2160.00","Orloff of Denmark","Engagement Ring"
"18G-HAZEL-S-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803913650466","18K Yellow Gold / Signature - SI1/H / 1.00 ct","3290.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-P-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803913683234","18K White Gold / Prestige - VS1/F / 0.20 ct","1600.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-P-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803913716002","18K White Gold / Prestige - VS1/F / 0.50 ct","2300.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-P-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803913748770","18K White Gold / Prestige - VS1/F / 1.00 ct","3740.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-S-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803913781538","18K White Gold / Signature - SI1/H / 0.20 ct","1530.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-S-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803913814306","18K White Gold / Signature - SI1/H / 0.50 ct","2160.00","Orloff of Denmark","Engagement Ring"
"18WG-HAZEL-S-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803913847074","18K White Gold / Signature - SI1/H / 1.00 ct","3290.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-P-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803913879842","18K Rose Gold / Prestige - VS1/F / 0.20 ct","1600.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-P-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803913912610","18K Rose Gold / Prestige - VS1/F / 0.50 ct","2300.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-P-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803913945378","18K Rose Gold / Prestige - VS1/F / 1.00 ct","3740.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-S-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803913978146","18K Rose Gold / Signature - SI1/H / 0.20 ct","1530.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-S-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803914010914","18K Rose Gold / Signature - SI1/H / 0.50 ct","2160.00","Orloff of Denmark","Engagement Ring"
"18RG-HAZEL-S-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803914043682","18K Rose Gold / Signature - SI1/H / 1.00 ct","3290.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-P-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803914076450","Platinum / Prestige - VS1/F / 0.20 ct","1910.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-P-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803914109218","Platinum / Prestige - VS1/F / 0.50 ct","2610.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-P-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803914141986","Platinum / Prestige - VS1/F / 1.00 ct","4060.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-S-020-LG","HAZEL","hazel-lab-grown","10174641111330","51803914174754","Platinum / Signature - SI1/H / 0.20 ct","1850.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-S-050-LG","HAZEL","hazel-lab-grown","10174641111330","51803914207522","Platinum / Signature - SI1/H / 0.50 ct","2470.00","Orloff of Denmark","Engagement Ring"
"PT-HAZEL-S-100-LG","HAZEL","hazel-lab-grown","10174641111330","51803914240290","Platinum / Signature - SI1/H / 1.00 ct","3600.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803671331106","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","2050.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803671363874","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","4260.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803671396642","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","10560.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803671429410","14K Yellow Gold / Signature - SI1/H / 0.20 ct","1900.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803671462178","14K Yellow Gold / Signature - SI1/H / 0.50 ct","3860.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803671494946","14K Yellow Gold / Signature - SI1/H / 1.00 ct","8270.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803671527714","14K White Gold / Prestige - VS1/F / 0.20 ct","2050.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803671560482","14K White Gold / Prestige - VS1/F / 0.50 ct","4260.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803671593250","14K White Gold / Prestige - VS1/F / 1.00 ct","10560.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803671626018","14K White Gold / Signature - SI1/H / 0.20 ct","1900.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803671658786","14K White Gold / Signature - SI1/H / 0.50 ct","3860.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803671691554","14K White Gold / Signature - SI1/H / 1.00 ct","8270.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803671724322","14K Rose Gold / Prestige - VS1/F / 0.20 ct","2050.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803671757090","14K Rose Gold / Prestige - VS1/F / 0.50 ct","4260.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803671789858","14K Rose Gold / Prestige - VS1/F / 1.00 ct","10560.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803671822626","14K Rose Gold / Signature - SI1/H / 0.20 ct","1900.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803671855394","14K Rose Gold / Signature - SI1/H / 0.50 ct","3860.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803671888162","14K Rose Gold / Signature - SI1/H / 1.00 ct","8270.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803671920930","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","2350.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803671953698","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","4560.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803671986466","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","10860.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803672019234","18K Yellow Gold / Signature - SI1/H / 0.20 ct","2200.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803672052002","18K Yellow Gold / Signature - SI1/H / 0.50 ct","4160.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803672084770","18K Yellow Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803672117538","18K White Gold / Prestige - VS1/F / 0.20 ct","2350.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803672150306","18K White Gold / Prestige - VS1/F / 0.50 ct","4560.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803672183074","18K White Gold / Prestige - VS1/F / 1.00 ct","10860.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803672215842","18K White Gold / Signature - SI1/H / 0.20 ct","2200.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803672248610","18K White Gold / Signature - SI1/H / 0.50 ct","4160.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803672281378","18K White Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803672314146","18K Rose Gold / Prestige - VS1/F / 0.20 ct","2350.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803672346914","18K Rose Gold / Prestige - VS1/F / 0.50 ct","4560.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803672379682","18K Rose Gold / Prestige - VS1/F / 1.00 ct","10860.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803672412450","18K Rose Gold / Signature - SI1/H / 0.20 ct","2200.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803672445218","18K Rose Gold / Signature - SI1/H / 0.50 ct","4160.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803672477986","18K Rose Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-020-NAT","HELENA","helena-natural","10174408753442","51803672510754","Platinum / Prestige - VS1/F / 0.20 ct","2680.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-050-NAT","HELENA","helena-natural","10174408753442","51803672543522","Platinum / Prestige - VS1/F / 0.50 ct","4900.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-100-NAT","HELENA","helena-natural","10174408753442","51803672576290","Platinum / Prestige - VS1/F / 1.00 ct","11190.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-020-NAT","HELENA","helena-natural","10174408753442","51803672609058","Platinum / Signature - SI1/H / 0.20 ct","2540.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-050-NAT","HELENA","helena-natural","10174408753442","51803672641826","Platinum / Signature - SI1/H / 0.50 ct","4500.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-100-NAT","HELENA","helena-natural","10174408753442","51803672674594","Platinum / Signature - SI1/H / 1.00 ct","8910.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803509424418","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","1400.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803509457186","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","2110.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803509489954","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","3550.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803509522722","14K Yellow Gold / Signature - SI1/H / 0.20 ct","1340.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803509555490","14K Yellow Gold / Signature - SI1/H / 0.50 ct","1960.00","Orloff of Denmark","Engagement Ring"
"14G-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803509588258","14K Yellow Gold / Signature - SI1/H / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803509621026","14K White Gold / Prestige - VS1/F / 0.20 ct","1400.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803509653794","14K White Gold / Prestige - VS1/F / 0.50 ct","2110.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803509686562","14K White Gold / Prestige - VS1/F / 1.00 ct","3550.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803509719330","14K White Gold / Signature - SI1/H / 0.20 ct","1340.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803509752098","14K White Gold / Signature - SI1/H / 0.50 ct","1960.00","Orloff of Denmark","Engagement Ring"
"14WG-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803509784866","14K White Gold / Signature - SI1/H / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803509817634","14K Rose Gold / Prestige - VS1/F / 0.20 ct","1400.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803509850402","14K Rose Gold / Prestige - VS1/F / 0.50 ct","2110.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803509883170","14K Rose Gold / Prestige - VS1/F / 1.00 ct","3550.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803509915938","14K Rose Gold / Signature - SI1/H / 0.20 ct","1340.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803509948706","14K Rose Gold / Signature - SI1/H / 0.50 ct","1960.00","Orloff of Denmark","Engagement Ring"
"14RG-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803509981474","14K Rose Gold / Signature - SI1/H / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803510014242","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","1700.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803510047010","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","2410.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803510079778","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3850.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803510112546","18K Yellow Gold / Signature - SI1/H / 0.20 ct","1640.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803510145314","18K Yellow Gold / Signature - SI1/H / 0.50 ct","2260.00","Orloff of Denmark","Engagement Ring"
"18G-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803510178082","18K Yellow Gold / Signature - SI1/H / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803510210850","18K White Gold / Prestige - VS1/F / 0.20 ct","1700.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803510243618","18K White Gold / Prestige - VS1/F / 0.50 ct","2410.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803510276386","18K White Gold / Prestige - VS1/F / 1.00 ct","3850.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803510309154","18K White Gold / Signature - SI1/H / 0.20 ct","1640.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803510341922","18K White Gold / Signature - SI1/H / 0.50 ct","2260.00","Orloff of Denmark","Engagement Ring"
"18WG-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803510374690","18K White Gold / Signature - SI1/H / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803510407458","18K Rose Gold / Prestige - VS1/F / 0.20 ct","1700.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803510440226","18K Rose Gold / Prestige - VS1/F / 0.50 ct","2410.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803510472994","18K Rose Gold / Prestige - VS1/F / 1.00 ct","3850.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803510505762","18K Rose Gold / Signature - SI1/H / 0.20 ct","1640.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803510538530","18K Rose Gold / Signature - SI1/H / 0.50 ct","2260.00","Orloff of Denmark","Engagement Ring"
"18RG-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803510571298","18K Rose Gold / Signature - SI1/H / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-020-LG","HELENA","helena-lab-grown","10174253334818","51803510604066","Platinum / Prestige - VS1/F / 0.20 ct","2040.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-050-LG","HELENA","helena-lab-grown","10174253334818","51803510636834","Platinum / Prestige - VS1/F / 0.50 ct","2740.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-P-100-LG","HELENA","helena-lab-grown","10174253334818","51803510669602","Platinum / Prestige - VS1/F / 1.00 ct","4190.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-020-LG","HELENA","helena-lab-grown","10174253334818","51803510702370","Platinum / Signature - SI1/H / 0.20 ct","1980.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-050-LG","HELENA","helena-lab-grown","10174253334818","51803510735138","Platinum / Signature - SI1/H / 0.50 ct","2600.00","Orloff of Denmark","Engagement Ring"
"PT-HELENA-S-100-LG","HELENA","helena-lab-grown","10174253334818","51803510767906","Platinum / Signature - SI1/H / 1.00 ct","3730.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802754711842","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","2830.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802754744610","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","5040.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802754777378","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","11340.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802754810146","14K Yellow Gold / Signature - SI1/H / 0.20 ct","2680.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802754842914","14K Yellow Gold / Signature - SI1/H / 0.50 ct","4640.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802754875682","14K Yellow Gold / Signature - SI1/H / 1.00 ct","9050.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802754908450","14K White Gold / Prestige - VS1/F / 0.20 ct","2830.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802754941218","14K White Gold / Prestige - VS1/F / 0.50 ct","5040.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802754973986","14K White Gold / Prestige - VS1/F / 1.00 ct","11340.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755006754","14K White Gold / Signature - SI1/H / 0.20 ct","2680.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802755039522","14K White Gold / Signature - SI1/H / 0.50 ct","4640.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802755072290","14K White Gold / Signature - SI1/H / 1.00 ct","9050.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802755105058","14K Rose Gold / Prestige - VS1/F / 0.20 ct","2830.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802755137826","14K Rose Gold / Prestige - VS1/F / 0.50 ct","5040.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802755170594","14K Rose Gold / Prestige - VS1/F / 1.00 ct","11340.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755203362","14K Rose Gold / Signature - SI1/H / 0.20 ct","2680.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802755236130","14K Rose Gold / Signature - SI1/H / 0.50 ct","4640.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802755268898","14K Rose Gold / Signature - SI1/H / 1.00 ct","9050.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802755301666","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","3040.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802755334434","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","5250.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802755367202","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","11540.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755399970","18K Yellow Gold / Signature - SI1/H / 0.20 ct","2890.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802755432738","18K Yellow Gold / Signature - SI1/H / 0.50 ct","4850.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802755465506","18K Yellow Gold / Signature - SI1/H / 1.00 ct","9260.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802755498274","18K White Gold / Prestige - VS1/F / 0.20 ct","3040.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802755531042","18K White Gold / Prestige - VS1/F / 0.50 ct","5250.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802755563810","18K White Gold / Prestige - VS1/F / 1.00 ct","11540.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755596578","18K White Gold / Signature - SI1/H / 0.20 ct","2890.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802755629346","18K White Gold / Signature - SI1/H / 0.50 ct","4850.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802755662114","18K White Gold / Signature - SI1/H / 1.00 ct","9260.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802755694882","18K Rose Gold / Prestige - VS1/F / 0.20 ct","3040.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802755727650","18K Rose Gold / Prestige - VS1/F / 0.50 ct","5250.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802755760418","18K Rose Gold / Prestige - VS1/F / 1.00 ct","11540.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755793186","18K Rose Gold / Signature - SI1/H / 0.20 ct","2890.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802755825954","18K Rose Gold / Signature - SI1/H / 0.50 ct","4850.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802755858722","18K Rose Gold / Signature - SI1/H / 1.00 ct","9260.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-020-NAT","ELISE","elise-natural","10173631004962","51802755891490","Platinum / Prestige - VS1/F / 0.20 ct","3300.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-050-NAT","ELISE","elise-natural","10173631004962","51802755924258","Platinum / Prestige - VS1/F / 0.50 ct","5510.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-100-NAT","ELISE","elise-natural","10173631004962","51802755957026","Platinum / Prestige - VS1/F / 1.00 ct","11800.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-020-NAT","ELISE","elise-natural","10173631004962","51802755989794","Platinum / Signature - SI1/H / 0.20 ct","3150.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-050-NAT","ELISE","elise-natural","10173631004962","51802756022562","Platinum / Signature - SI1/H / 0.50 ct","5110.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-100-NAT","ELISE","elise-natural","10173631004962","51802756055330","Platinum / Signature - SI1/H / 1.00 ct","9520.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802732331298","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","1300.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802732364066","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","2000.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802732396834","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","3450.00","Orloff of Denmark","Engagement Ring"
