invoice_row,model_no,sku,handle,product_name,line,type,category,price_tier,retail_thb,cost_usd,weight_g,size_mm,material,metal_finish,stone,stock_qty,description_html,image_url_1,seo_title,seo_description,quote_text,notes
236,ORCB183-G,ORCB183-G,letter-g-charm,Letter G Charm,A,Charm,Personal — Letters,Classic,,4.22,1.60,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
237,ORCB183-H,ORCB183-H,letter-h-charm,Letter H Charm,A,Charm,Personal — Letters,Classic,,4.67,1.90,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
238,ORCB183-I,ORCB183-I,letter-i-charm,Letter I Charm,A,Charm,Personal — Letters,Classic,,4.00,1.30,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
239,ORCB183-J,ORCB183-J,letter-j-charm,Letter J Charm,A,Charm,Personal — Letters,Classic,,4.67,1.90,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
240,ORCB183-K,ORCB183-K,letter-k-charm,Letter K Charm,A,Charm,Personal — Letters,Classic,,4.89,2.10,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
241,ORCB183-L,ORCB183-L,letter-l-charm,Letter L Charm,A,Charm,Personal — Letters,Classic,,4.00,1.40,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
242,ORCB183-M,ORCB183-M,letter-m-charm,Letter M Charm,A,Charm,Personal — Letters,Classic,,4.44,1.80,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
243,ORCB183-N,ORCB183-N,letter-n-charm,Letter N Charm,A,Charm,Personal — Letters,Classic,,4.44,1.70,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
244,ORCB183-O,ORCB183-O,letter-o-charm,Letter O Charm,A,Charm,Personal — Letters,Classic,,4.00,1.50,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
245,ORCB183-P,ORCB183-P,letter-p-charm,Letter P Charm,A,Charm,Personal — Letters,Classic,,4.44,1.70,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
246,ORCB183-Q,ORCB183-Q,letter-q-charm,Letter Q Charm,A,Charm,Personal — Letters,Classic,,4.44,1.80,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
247,ORCB183-R,ORCB183-R,letter-r-charm,Letter R Charm,A,Charm,Personal — Letters,Classic,,4.44,1.80,,925 Sterling Silver,Oxidized Silver,,9,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
248,ORCB183-S,ORCB183-S,letter-s-charm,Letter S Charm,A,Charm,Personal — Letters,Classic,,4.00,1.50,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
249,ORCB183-T,ORCB183-T,letter-t-charm,Letter T Charm,A,Charm,Personal — Letters,Classic,,4.22,1.60,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
250,ORCB183-U,ORCB183-U,letter-u-charm,Letter U Charm,A,Charm,Personal — Letters,Classic,,4.44,1.80,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
251,ORCB183-V,ORCB183-V,letter-v-charm,Letter V Charm,A,Charm,Personal — Letters,Classic,,4.22,1.60,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
252,ORCB183-W,ORCB183-W,letter-w-charm,Letter W Charm,A,Charm,Personal — Letters,Classic,,4.22,1.50,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
253,ORCB183-X,ORCB183-X,letter-x-charm,Letter X Charm,A,Charm,Personal — Letters,Classic,,4.22,1.90,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
254,ORCB183-Y,ORCB183-Y,letter-y-charm,Letter Y Charm,A,Charm,Personal — Letters,Classic,,3.56,1.10,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
255,ORCB183-Z,ORCB183-Z,letter-z-charm,Letter Z Charm,A,Charm,Personal — Letters,Classic,,5.11,2.20,,925 Sterling Silver,Oxidized Silver,,10,,,,,,Invoice Size field blank; series default 10.5mm unconfirmed
390,ORGCB05-P-18,ORGCB05-P-18,,,A,Charm,,,,5.09,2,12.5*8mm,925 Sterling Silver,Rhodium plated+18k gold,,30,,,,,,Needs photography for visual identification before naming
391,ORGCB06-P,ORGCB06-P,,,A,Charm,,,,7.09,2.1,11*10mm,925 Sterling Silver,Rhodium plated,Red stone,15,,,,,,Needs photography for visual identification before naming
392,ORGCB50P,ORGCB50P,,,A,Charm,,,,7.09,2.1,11*10mm,925 Sterling Silver,Rhodium plated+red enamel,,15,,,,,,Needs photography for visual identification before naming
393,ORGCB07-18K,ORGCB07-18K,,,A,Charm,,,,5.81,1.9,10.5*10.5*11.2mm,925 Sterling Silver,18k gold plated+enamel,,15,,,,,,Needs photography for visual identification before naming
394,ORGCB07-P,ORGCB07-P,,,A,Charm,,,,6.04,1.9,10.5*10.5*11.2mm,925 Sterling Silver,rhodium plating +enamel,,15,,,,,,Needs photography for visual identification before naming
395,ORGCB08-P,ORGCB08-P,,,A,Charm,,,,5.49,2.50,10.5*7.3*8.5mm,925 Sterling Silver,Rhodium plated,,15,,,,,,Needs photography for visual identification before naming
396,ORGCB08-18K,ORGCB08-18K,,,A,Charm,,,,5.26,2.50,10.5*7.3*8.5mm,925 Sterling Silver,18k gold plated,,15,,,,,,Needs photography for visual identification before naming
397,ORGCB09-P,ORGCB09-P,,,A,Charm,,,,3.99,1.1,11.4*11mm,925 Sterling Silver,Rhodium plated,Blue stone,30,,,,,,Needs photography for visual identification before naming
398,ORGCB10-P,ORGCB10-P,,,A,Charm,,,,4.88,1.2,12*5mm,925 Sterling Silver,Enamel,,30,,,,,,Needs photography for visual identification before naming
399,ORGCB11-18K,ORGCB11-18K,,,A,Charm,,,,6.21,2.8,20*11mm,925 Sterling Silver,Rhodium plated+18k gold,,30,,,,,,Needs photography for visual identification before naming
400,ORGCB12-18K,ORGCB12-18K,,,A,Charm,,,,5.12,2.50,17*9mm,925 Sterling Silver,18K gold plated,,30,,,,,,Needs photography for visual identification before naming
401,ORGCB18,ORGCB18,,,A,Charm,,,,5.45,2.20,11*11mm,925 Sterling Silver,rhodium plating+ enamel,,30,,,,,,Needs photography for visual identification before naming
402,ORGCB19-18K,ORGCB19-18K,,,A,Charm,,,,6.13,3.30,13.6*8.2MM,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
403,ORGCB19-P,ORGCB19-P,,,A,Charm,,,,6.13,3.30,13.6*8.2MM,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
404,ORGCB20-18K,ORGCB20-18K,,,A,Charm,,,,5.75,3.00,16*13mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
405,ORGCB20-P,ORGCB20-P,,,A,Charm,,,,5.75,3.00,16*13mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
406,ORGCB21-18K,ORGCB21-18K,,,A,Charm,,,,7.65,4.50,15*10mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
407,ORGCB21-P,ORGCB21-P,,,A,Charm,,,,7.65,4.50,15*10mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
408,ORGCB22-18K,ORGCB22-18K,,,A,Charm,,,,4.34,1.7,17*15mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
409,ORGCB22-P,ORGCB22-P,,,A,Charm,,,,4.34,1.7,17*15mm,925 Sterling Silver,silver oxidation,,14,,,,,,Needs photography for visual identification before naming
410,ORGCB23-18K,ORGCB23-18K,,,A,Charm,,,,4.99,2.40,14*11mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
411,ORGCB23-P,ORGCB23-P,,,A,Charm,,,,4.99,2.40,14*11mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
412,ORGCB24-18K,ORGCB24-18K,,,A,Charm,,,,5.25,2.60,16*14mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
413,ORGCB24-P,ORGCB24-P,,,A,Charm,,,,5.25,2.60,16*14mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
414,ORGCB25,ORGCB25,,,A,Charm,,,,7.25,3.80,19*14mm,925 Sterling Silver,silver oxidation,,30,,,,,,Needs photography for visual identification before naming
415,ORGCB26-18K,ORGCB26-18K,,,A,Charm,,,,5.10,2.30,16*6mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
416,ORGCB26-P,ORGCB26-P,,,A,Charm,,,,5.10,2.30,16*6mm,925 Sterling Silver,silver oxidation,,13,,,,,,Needs photography for visual identification before naming
417,ORGCB27,ORGCB27,,,A,Charm,,,,4.02,1.7,10.5*7.5mm,925 Sterling Silver,rhodium plating,,30,,,,,,Needs photography for visual identification before naming
418,ORGCB28-18K,ORGCB28-18K,,,A,Charm,,,,5.35,2.50,14.5*5.5mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
419,ORGCB28-P,ORGCB28-P,,,A,Charm,,,,5.35,2.50,14.5*5.5mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
420,ORGCB29-18K,ORGCB29-18K,,,A,Charm,,,,4.21,1.60,16.5*7.5mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
421,ORGCB29-P,ORGCB29-P,,,A,Charm,,,,4.21,1.60,16.5*7.5mm,925 Sterling Silver,silver oxidation,,14,,,,,,Needs photography for visual identification before naming
422,ORGCB30-18K,ORGCB30-18K,,,A,Charm,,,,6.03,3.00,15*8mm,925 Sterling Silver,18K gold plated,,15,,,,,,Needs photography for visual identification before naming
423,ORGCB30-P,ORGCB30-P,,,A,Charm,,,,6.03,3.00,15*8mm,925 Sterling Silver,silver oxidation,,15,,,,,,Needs photography for visual identification before naming
432,ORPA0010,ORPA0010,fluted-clip-clear-stone,"Fluted Clip, Clear Stone",A,Charm,Spacers & Clips,Classic,,5.92,1.94,4.4*10.2,925 Sterling Silver,Silver palting,,10,,,,,,Named from product photography
433,ORPA034,ORPA034,polished-dome-spacer,Polished Dome Spacer,A,Charm,Spacers & Clips,Classic,,4.66,1.10,3.3*8.6mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,"Named from product photography; invoice says ORPA034, image file says PA0034"
434,ORPA0035,ORPA0035,polished-spacer-pink-stone,"Polished Spacer, Pink Stone",A,Charm,Spacers & Clips,Classic,,5.35,1.50,3.6*9.8mm,925 Sterling Silver,Oxidized Silver,,9,,,,,,Named from product photography
435,ORPA0094,ORPA0094,pink-enamel-spacer,Pink Enamel Spacer,A,Charm,Spacers & Clips,Classic,,4.79,1.40,3.6*10.5mm,925 Sterling Silver,Silver palting,,10,,,,,,Named from product photography
436,ORPA0097,ORPA0097,lilac-daisy-spacer,Lilac Daisy Spacer,A,Charm,Spacers & Clips,Classic,,5.57,1.50,5.1*10.2mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
437,ORPA0123,ORPA0123,starry-night-spacer-blue-enamel,"Starry Night Spacer, Blue Enamel",A,Charm,Spacers & Clips,Classic,,4.39,1.23,4.1*9.8mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
438,ORPA0132,ORPA0132,butterfly-clip-red-stone,"Butterfly Clip, Red Stone",A,Charm,Spacers & Clips,Classic,,5.46,1.63,3.8*11.1mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
439,ORPA0142,ORPA0142,tulip-spacer-pink-stone,"Tulip Spacer, Pink Stone",A,Charm,Spacers & Clips,Classic,,3.77,0.95,3.5*9.2mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
440,ORPA0147,ORPA0147,butterfly-spacer-clear-stones,"Butterfly Spacer, Clear Stones",A,Charm,Spacers & Clips,Classic,,3.75,0.93,3.5*9.2mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
441,ORPA0149,ORPA0149,scroll-spacer-oxidized-silver,"Scroll Spacer, Oxidized Silver",A,Charm,Spacers & Clips,Classic,,3.62,0.90,3.5*9.2mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
442,ORPA0107,ORPA0107,dragonfly-clip-blue-enamel,"Dragonfly Clip, Blue Enamel",A,Charm,Spacers & Clips,Classic,,5.50,1.50,8.2*10.3mm,925 Sterling Silver,Oxidized Silver,,10,,,,,,Named from product photography
443,ORGCB51-WY,ORGCB51-WY,,,A,Charm,,,,4.93,1.60,14*14mm,925 Sterling Silver,Rhodium plated+enamel,,30,,,,,,Needs photography for visual identification before naming
444,ORGCB51-YL,ORGCB51-YL,,,A,Charm,,,,4.93,1.60,14*14mm,925 Sterling Silver,Rhodium plated+enamel,,30,,,,,,Needs photography for visual identification before naming
445,ORGCB51-YP,ORGCB51-YP,,,A,Charm,,,,4.93,1.60,14*14mm,925 Sterling Silver,Rhodium plated+enamel,,29,,,,,,Needs photography for visual identification before naming
446,ORGCB51-YR,ORGCB51-YR,,,A,Charm,,,,4.93,1.60,14*14mm,925 Sterling Silver,Rhodium plated+enamel,,30,,,,,,Needs photography for visual identification before naming
447,ORGCB51-P,ORGCB51-P,,,A,Charm,,,,4.93,1.60,14*14mm,925 Sterling Silver,Rhodium plated+enamel,,30,,,,,,Needs photography for visual identification before naming
448,ORGCB52-L,ORGCB52-L,,,A,Charm,,,,7.56,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+enamel,,28,,,,,,Needs photography for visual identification before naming
449,ORGCB53-L,ORGCB53-L,,,A,Charm,,,,7.60,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+enamel,,28,,,,,,Needs photography for visual identification before naming
450,ORGCB54-L,ORGCB54-L,,,A,Charm,,,,7.65,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+enamel,,28,,,,,,Needs photography for visual identification before naming
451,ORGCB55-L,ORGCB55-L,,,A,Charm,,,,7.73,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+enamel,,29,,,,,,Needs photography for visual identification before naming
452,ORGCB56-B,ORGCB56-B,,,A,Charm,,,,7.57,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+enamel,,26,,,,,,Needs photography for visual identification before naming
453,ORGCB57-Z,ORGCB57-Z,,,A,Charm,,,,7.82,3.90,18*13mm,925 Sterling Silver,Rhodium plated+enamel,,27,,,,,,Needs photography for visual identification before naming
454,ORGCB58-LVR,ORGCB58-LVR,,,A,Charm,,,,5.65,2.70,15*14.5mm,925 Sterling Silver,Rhodium plated+enamel,,23,,,,,,Needs photography for visual identification before naming
455,ORCB32-Vir,ORCB32-Vir,virgo-zodiac-charm,Virgo Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.31,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
456,ORCB32-Tau,ORCB32-Tau,taurus-zodiac-charm,Taurus Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.42,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
457,ORCB32-Ari,ORCB32-Ari,aries-zodiac-charm,Aries Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.26,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,15,,,,,,
458,ORCB32-Sco,ORCB32-Sco,scorpio-zodiac-charm,Scorpio Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.31,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,11,,,,,,
459,ORCB32-Psc,ORCB32-Psc,pisces-zodiac-charm,Pisces Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.17,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,15,,,,,,
460,ORCB32-Cap,ORCB32-Cap,capricorn-zodiac-charm,Capricorn Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.42,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,13,,,,,,
461,ORCB32-Cnc,ORCB32-Cnc,cancer-zodiac-charm,Cancer Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.26,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
462,ORCB32-Sgr,ORCB32-Sgr,sagittarius-zodiac-charm,Sagittarius Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.31,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
463,ORCB32-Leo,ORCB32-Leo,leo-zodiac-charm,Leo Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.31,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
464,ORCB32-Gem,ORCB32-Gem,gemini-zodiac-charm,Gemini Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.31,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,16,,,,,,
465,ORCB32-Lib,ORCB32-Lib,libra-zodiac-charm,Libra Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.35,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,15,,,,,,
466,ORCB32-Agr,ORCB32-Agr,aquarius-zodiac-charm,Aquarius Zodiac Charm,A,Charm,Personal — Zodiac,Signature,,4.47,2.54,11mm,925 Sterling Silver,Oxidized Silver,Blue Enamel,13,,,,,,Invoice spells Aquarius as Agr; SKU keeps invoice spelling
467,ORCB33-R,ORCB33-R,january-birthstone-charm-garnet,"January Birthstone Charm, Garnet",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,Garnet (invoice spelling corrected),20,,,,,,
468,ORCB33-P,ORCB33-P,february-birthstone-charm-amethyst,"February Birthstone Charm, Amethyst",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,Amethyst (invoice spelling corrected),20,,,,,,
469,ORCB33-Q,ORCB33-Q,march-birthstone-charm-aquamarine,"March Birthstone Charm, Aquamarine",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Aquamarine,20,,,,,,
470,ORCB33-W,ORCB33-W,april-birthstone-charm-white,"April Birthstone Charm, White",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm White,20,,,,,,
471,ORCB33-LV,ORCB33-LV,may-birthstone-charm-emerald,"May Birthstone Charm, Emerald",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,Emerald (invoice spelling corrected),20,,,,,,
472,ORCB33-PL,ORCB33-PL,june-birthstone-charm-alexandrite,"June Birthstone Charm, Alexandrite",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,Alexandrite (invoice spelling corrected),20,,,,,,
473,ORCB33-M,ORCB33-M,july-birthstone-charm-ruby,"July Birthstone Charm, Ruby",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Ruby,19,,,,,,
474,ORCB33-G,ORCB33-G,august-birthstone-charm-peridot,"August Birthstone Charm, Peridot",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Peridot,20,,,,,,
475,ORCB33-BL,ORCB33-BL,september-birthstone-charm-sapphire,"September Birthstone Charm, Sapphire",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Sapphire,20,,,,,,
476,ORCB33-F,ORCB33-F,october-birthstone-charm-tourmaline,"October Birthstone Charm, Tourmaline",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Tourmaline,20,,,,,,
477,ORCB33-X,ORCB33-X,november-birthstone-charm-yellow-topaz,"November Birthstone Charm, Yellow Topaz",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Yellow Topaz,20,,,,,,
478,ORCB33-L,ORCB33-L,december-birthstone-charm-turquoise,"December Birthstone Charm, Turquoise",A,Charm,Personal — Birthstone,Classic,,3.50,1.56,11mm,925 Sterling Silver+AAAA CZ,Oxidized Silver,3mm Turquoise,20,,,,,,
483,ORCB199,ORCB199,,,A,Charm,,,,6.62,2.3,11mm,925 Sterling Silver + AAAA CZ,Oxidized Silver,Stone: Multi-Colors,21,,,,,,Needs photography for visual identification before naming
484,ORCB200,ORCB200,,,A,Charm,,,,4.60,1.5,10mm,925 Sterling Silver,Oxidized Silver,Stone: None,20,,,,,,Needs photography for visual identification before naming
485,ORCB201,ORCB201,,,A,Charm,,,,6.62,1.9,12mm,925 Sterling Silver + AAAA CZ,Oxidized Silver,Stone: White,21,,,,,,Needs photography for visual identification before naming
486,ORCB202,ORCB202,,,A,Charm,,,,5.34,2.0,11mm,925 Sterling Silver,Oxidized Silver,Stone: None,19,,,,,,Needs photography for visual identification before naming
487,ORCB203,ORCB203,,,A,Charm,,,,4.35,1.5,11.5mm,925 Sterling Silver,Oxidized Silver,Stone: None,19,,,,,,Needs photography for visual identification before naming
488,ORCB204,ORCB204,,,A,Charm,,,,5.40,2.3,11mm,925 Sterling Silver + AAAA CZ,Oxidized Silver,Stone: White,19,,,,,,Needs photography for visual identification before naming
489,ORCB205,ORCB205,,,A,Charm,,,,6.73,2.7,10.5mm,925 Sterling Silver,Oxidized Silver,Stone: None,21,,,,,,Needs photography for visual identification before naming
490,ORCB206,ORCB206,,,A,Charm,,,,5.24,2.0,10.5mm,925 Sterling Silver,Oxidized Silver,Stone: None,20,,,,,,Needs photography for visual identification before naming
491,ORCB176,,,,A,Charm,,,,7.48,2.6,11mm,925 Sterling Silver + AAAA CZ,Oxidized Silver,Stone: Multi-Colors,20,,,,,,"COLLISION: ORCB176 appears at rows 222 and 491, two different products. Unresolved."
492,ORCB208,ORCB208,,,A,Charm,,,,6.52,2.0,23mm,925 Sterling Silver + AAAA CZ +,Oxidized Silver,Enamel,21,,,,,,Needs photography for visual identification before naming
493,ORCB209,ORCB209,,,A,Charm,,,,6.45,1.8,23.5mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,21,,,,,,Needs photography for visual identification before naming
494,ORCB210,ORCB210,,,A,Charm,,,,5.77,1.8,24mm,925 Sterling Silver,Rhodium Plated,Stone: none,20,,,,,,Needs photography for visual identification before naming
495,ORCB211,ORCB211,,,A,Charm,,,,6.62,2.0,21mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,21,,,,,,Needs photography for visual identification before naming
496,ORCB212,ORCB212,,,A,Charm,,,,4.30,1.3,22mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Blue,20,,,,,,Needs photography for visual identification before naming
497,ORCB213,ORCB213,,,A,Charm,,,,6.49,2.0,24mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White,21,,,,,,Needs photography for visual identification before naming
498,ORCB214,ORCB214,,,A,Charm,,,,4.60,1.6,11mm,925 Sterling Silver,Oxidized Silver,Stone: None,19,,,,,,Needs photography for visual identification before naming
499,ORCB215,ORCB215,,,A,Charm,,,,6.09,2.1,28mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,20,,,,,,Needs photography for visual identification before naming
500,ORCB216,ORCB216,,,A,Charm,,,,6.61,2.3,26mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,20,,,,,,Needs photography for visual identification before naming
501,ORCB217,ORCB217,,,A,Charm,,,,7.13,2.7,24mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,21,,,,,,Needs photography for visual identification before naming
502,ORCB218,ORCB218,,,A,Charm,,,,6.55,2.5,24mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,12,,,,,,Needs photography for visual identification before naming
503,ORCB219,ORCB219,,,A,Charm,,,,6.15,2.2,19mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,20,,,,,,Needs photography for visual identification before naming
504,ORCB220,ORCB220,,,A,Charm,,,,7.41,2.0,25mm,925 Sterling Silver + AAAA CZ +,Rhodium Plated,Enamel,20,,,,,,Needs photography for visual identification before naming
505,ORCB221,ORCB221,,,A,Charm,,,,6.35,2.0,19mm,925 Sterling Silver + Enamel,Oxidized Silver,Stone: None,19,,,,,,Needs photography for visual identification before naming
508,ORGCBB1-17-W,ORGCBB1-17-W,snake-chain-bracelet-with-enamel-accent-17cm-white,"Snake Chain Bracelet with Enamel Accent, 17cm, White",A,Bracelet,,Base,,22.15,13.16,17 cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
509,ORGCBB1-17-R,ORGCBB1-17-R,snake-chain-bracelet-with-enamel-accent-17cm-red,"Snake Chain Bracelet with Enamel Accent, 17cm, Red",A,Bracelet,,Base,,22.15,13.16,17 cm,925 Sterling Silver,Rhodium plating + enamel,,5,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
510,ORGCBB1-17-K,ORGCBB1-17-K,snake-chain-bracelet-with-enamel-accent-17cm-black,"Snake Chain Bracelet with Enamel Accent, 17cm, Black",A,Bracelet,,Base,,22.15,13.16,17 cm,925 Sterling Silver,Rhodium plating + enamel,,6,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
511,ORGCBB1-17-B,ORGCBB1-17-B,snake-chain-bracelet-with-enamel-accent-17cm-blue,"Snake Chain Bracelet with Enamel Accent, 17cm, Blue",A,Bracelet,,Base,,22.15,13.16,17 cm,925 Sterling Silver,Rhodium plating + enamel,,6,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
512,ORGCBB1-17-G,ORGCBB1-17-G,snake-chain-bracelet-with-enamel-accent-17cm-flower,"Snake Chain Bracelet with Enamel Accent, 17cm, Flower",A,Bracelet,,Base,,22.15,13.16,17 cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
513,ORGCBB1-19-W,ORGCBB1-19-W,snake-chain-bracelet-with-enamel-accent-19cm-white,"Snake Chain Bracelet with Enamel Accent, 19cm, White",A,Bracelet,,Base,,23.95,14.40,19cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
514,ORGCBB1-19-R,ORGCBB1-19-R,snake-chain-bracelet-with-enamel-accent-19cm-red,"Snake Chain Bracelet with Enamel Accent, 19cm, Red",A,Bracelet,,Base,,23.95,14.40,19cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
