"SKU","Parent Product SKU","Product Name","Category","Price Type","Unit","Tax-Inclusive Price","Min Price","Max Price","Cost","Supplier Price","Product Tags","Inventory Type","Track Stock Levels","Barcode","Variant Name 1","Variant Value 1","Variant Name 2","Variant Value 2","Variant Name 3","Variant Value 3","Supplier","Tax Name","Store Credits","Kitchen Station","ORLOFF OF DENMARK (BLUPORT)_Quantity","ORLOFF OF DENMARK (BLUPORT)_Warning Stock Level","ORLOFF OF DENMARK (BLUPORT)_Ideal Stock Level","Online Price","Online Discounted Price","Product Description"
"ORCB156","","Shopping Bag Charm","Travel & Lifestyle","Fixed","","1200","","","171.02","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Bag with rope handles, a pink pave heart and the words go shopping.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Red CZ

Size: 11.5mm

Weight: 2.30g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB157","","Heartbeat Charm","Milestones & Sentiment","Fixed","","1200","","","171.02","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","1200","","Pave heart crossed by an ECG line ending in a red enamel heart.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ & Red Enamel

Size: 10mm

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB159","","Cool Drink Charm","Travel & Lifestyle","Fixed","","1200","","","171.02","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Cup with a blue enamel rim, a straw and a face in dark sunglasses.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Enamel

Size: 13mm

Weight: 2.20g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB16","","Gondola Charm","Travel & Lifestyle","Fixed","","900","","","126.48","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Gondolier poling a gondola, pink and blue enamel.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue+ Pink Enamel

Size: 11mm

Weight: 1.81g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB160","","Casino Charm","Travel & Lifestyle","Fixed","","1200","","","171.02","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Slot machine showing three red sevens under a CASINO sign.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Light Green Enamel

Size: 9.5mm

Weight: 2.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB161","","Gift Box Charm","Milestones & Sentiment","Fixed","","1200","","","185.98","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Wrapped box with a red enamel ribbon, pink spots and a pink bow.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Red & Pink Enamel

Size: 11.5mm

Weight: 2.40g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB162","","Wristwatch Charm","Travel & Lifestyle","Fixed","","900","","","148.92","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","900","","Silver watch face on a green enamel strap.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Green Enamel

Size: 13mm

Weight: 1.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB163","","Hot Air Balloon Charm","Travel & Lifestyle","Fixed","","1200","","","185.98","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Rainbow enamel balloon lettered LOVE with a heart dangle.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Pink & White CZ + Green & Pink &

Size: 18mm

Weight: 2.20g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB164","","Birthday Cake Charm","Milestones & Sentiment","Fixed","","1200","","","156.06","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Tiered cake with three candles, lettered birthday.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Size: 9.5mm

Weight: 2.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB165","","Ice Lolly Charm","Travel & Lifestyle","Fixed","","1200","","","156.06","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Lolly in cream and chocolate enamel on a silver stick.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Milky Pink & Brown Enamel

Size: 12.5mm

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB166","","Carrot Charm","Nature","Fixed","","1200","","","163.54","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Orange enamel carrot with a green enamel top.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Green & Orange Enamel

Size: 15mm

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB168","","Cow Charm","Animals","Fixed","","1200","","","171.02","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Standing cow with black enamel patches and a red udder.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Black & Red Enamel

Size: 12mm

Weight: 2.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB169","","Pony Charm","Animals","Fixed","","1200","","","215.56","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","White pony with a striped mane and a pink enamel heart. Could read as a zebra.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Pink Enamel

Size: 15mm

Weight: 3.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB17","","Sisters Charm","Milestones & Sentiment","Fixed","","1200","","","186.32","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Two girls side by side in mint and pink enamel dresses.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue+ Pink Enamel

Size: 10mm

Weight: 2.95g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB170","","Police Box Charm","Travel & Lifestyle","Fixed","","1200","","","156.06","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","1200","","Police box set with blue and clear stones for windows.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White & Blue CZ

Size: 14mm

Weight: 2.00g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB171","","Umbrella Charm","Travel & Lifestyle","Fixed","","1200","","","171.02","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Open umbrella with panels of green, yellow, pink and purple stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Green & Yellow & Pink & Purple CZ

Size: 13mm

Weight: 2.40g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB173","","Planet Charm","Nature","Fixed","","1200","","","193.46","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Blue glitter enamel planet encircled by a silver ring.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 10mm

Weight: 2.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB174","","Handbag Charm","Travel & Lifestyle","Fixed","","1200","","","163.54","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Handbag with rope handles lettered GOT TO BUY IT.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Size: 10mm

Weight: 2.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB175","","Treble Clef Charm","Travel & Lifestyle","Fixed","","1200","","","156.06","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","1200","","Polished treble clef.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Size: 12mm

Weight: 1.90g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB177","","Ice Cream Cart Charm","Travel & Lifestyle","Fixed","","1200","","","200.94","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Cart lettered ICE CREAM under a green and orange enamel umbrella.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Green & Orange Enamel

Size: 12.5mm

Weight: 2.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB179","","Panda Charm","Animals","Fixed","","1200","","","215.56","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Seated panda holding green enamel bamboo.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Milky Green Enamel

Size: 13mm

Weight: 2.60g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB18","","Folk Costume Couple Charm","Travel & Lifestyle","Fixed","","1200","","","173.40","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","1200","","Couple in traditional dress, black and red hats, red and yellow skirt.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Black+ Red +Yellow Enamel

Size: 10.5mm

Weight: 2.52g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB180","","Crowned Shield Charm","Sparkle & Classic","Fixed","","1200","","","171.02","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1200","","Pave S inside a diamond shield under a small crown. TRADEMARK RISK: this closely resembles the Superman emblem, which DC Comics protects. Named neutrally on purpose. Take advice before listing.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ

Size: 12mm

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB182","","Puzzle Cube Charm","Travel & Lifestyle","Fixed","","1200","","","193.46","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","1200","","Cube faced with green, white and orange enamel squares. TRADEMARK RISK: closely resembles the Rubik's Cube, which is protected. Named neutrally on purpose. Take advice before listing.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue & Yellow Enamel

Size: 11mm

Weight: 2.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-A","","Letter A Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter A in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Size: 10.5mm

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-B","","Letter B Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter B in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-C","","Letter C Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter C in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-D","","Letter D Charm","Personal — Letters","Fixed","","1200","","","158.78","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","The letter D in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-E","","Letter E Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter E in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-F","","Letter F Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter F in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-G","","Letter G Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter G in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.60g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-H","","Letter H Charm","Personal — Letters","Fixed","","1200","","","158.78","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","The letter H in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.90g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-I","","Letter I Charm","Personal — Letters","Fixed","","900","","","136.00","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter I in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.30g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-J","","Letter J Charm","Personal — Letters","Fixed","","1200","","","158.78","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","The letter J in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.90g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-K","","Letter K Charm","Personal — Letters","Fixed","","1200","","","166.26","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","The letter K in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 2.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-L","","Letter L Charm","Personal — Letters","Fixed","","900","","","136.00","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter L in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.40g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-M","","Letter M Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter M in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-N","","Letter N Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter N in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-O","","Letter O Charm","Personal — Letters","Fixed","","900","","","136.00","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter O in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-P","","Letter P Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter P in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.70g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-Q","","Letter Q Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter Q in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-R","","Letter R Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","900","","The letter R in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-S","","Letter S Charm","Personal — Letters","Fixed","","900","","","136.00","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter S in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-T","","Letter T Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter T in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.60g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-U","","Letter U Charm","Personal — Letters","Fixed","","900","","","150.96","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter U in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.80g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-V","","Letter V Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter V in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.60g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-W","","Letter W Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter W in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-X","","Letter X Charm","Personal — Letters","Fixed","","900","","","143.48","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter X in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.90g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-Y","","Letter Y Charm","Personal — Letters","Fixed","","900","","","121.04","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","The letter Y in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 1.10g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB183-Z","","Letter Z Charm","Personal — Letters","Fixed","","1200","","","173.74","","Personal — Letters;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","The letter Z in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Weight: 2.20g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB199","","Tree of Life Charm, Pink and Purple","Nature","Fixed","","1600","","","225.08","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Tree under a canopy of pink and purple stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: Multi-Colors

Size: 11mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB20","","Easter Basket Charm","Milestones & Sentiment","Fixed","","900","","","111.52","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Basket of purple enamel eggs under a silver bow, clear stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Purple Enamel

Size: 21.5mm

Weight: 1.64g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB200","","Tree of Life Heart Charm","Nature","Fixed","","1200","","","156.40","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1200","","Openwork heart filled with a scrolled tree.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 10mm

Weight: 1.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB201","","Tree of Life Charm, Pave Halo","Nature","Fixed","","1600","","","225.08","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Leafed tree inside a ring of clear stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: White

Size: 12mm

Weight: 1.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB202","","Tree of Life Charm, Engraved","Nature","Fixed","","1200","","","181.56","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","1200","","Scrolled openwork tree with lettering engraved around the rim.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 11mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB203","","Tree of Life Charm, Celtic Knot","Nature","Fixed","","900","","","147.90","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","900","","Tree worked into interlaced Celtic knotwork.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 11.5mm

Weight: 1.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB204","","Tree of Life Heart Charm, Stone Set","Nature","Fixed","","1200","","","183.60","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","1200","","Heart bead with a tree whose leaves are set with clear stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: White

Size: 11mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB205","","Tree of Life Charm, Scrolled","Nature","Fixed","","1600","","","228.82","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Densely scrolled tree filling a round bead.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 10.5mm

Weight: 2.7g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB206","","Tree of Life Charm, Oxidized","Nature","Fixed","","1200","","","178.16","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1200","","Tree in relief on a darkened textured ground.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 10.5mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB208","","Tree of Life Heart Charm, Red","Nature","Fixed","","1600","","","221.68","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Red enamel heart behind a beaded tree with pink heart leaves.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Enamel

Size: 23mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
